,pattern,keyword,concept,origin
586,klimakamarilla,"Es braucht integre Forscher aus der gesamten Naturwissenschaft , Wirtschaftswissenschaft und Technik , die von außen die KlimaKamarilla durchleuchten und sich an die Öffentlichkeit wenden , um die ganze Absurdität aufzudecken .",group,C2022
611,klimakanzlerin,"Kann sie sich auch glatt leisten , denn die rotgrünen KlimaHofberichterstatter in den Medien haben alles im Griff und bringen zuverlässig , was der rotgrünen KlimaKanzlerin gefällt !",person,C2022
603,klimakanzlerin,"Dass er der Versuchung erlegen ist , sich im Deutschland der „ KlimaKanzlerin "" mit einem politisch korrekten Thema als grüner MedienLiebling zu inszenieren , ist für mich nachvollziehbar .",person,C2022
600,klimakanzlerin,"Brasilien wählte einen überzeugten und radikalen AntiUmweltAktivisten zum Präsidenten , und Deutschlands Kanzlerin Angela Merkel bestätigte ihre Rückzugspläne , womit sie ihr bereits schwächelndes Image als „ KlimaKanzlerin "" und Europas Führerin in diesem Bereich weiter schwächte .",person,C2022
610,klimakanzlerin,Bloß unter keinen Umständen die Klimakanzlerin und ihre politischen Vasallen verärgern .,person,C2022
599,klimakanzlerin,"Bolsonaro in , Merkel out : Die Pariser KlimaBande zerfällt Während die Brasilianer einen neuen , klimaskeptischen Präsidenten gewählt haben , hat Deutschlands , KlimaKanzlerin ' Angela Merkel angekündigt , sich nach und nach aus allen ihren politischen Ämtern zurückzuziehen .",person,C2022
597,klimakanzlerin,"Was war der stinkig ! : ) ) & : ) ) Der hat indirekt alle G6 Länder der Heuchelei bezichtigt . : ) ) Und der „ Klimakanzlerin "" warf er Langsamkeit vor und die Ziele für könnten nicht mehr erreicht werden .",person,C2022
613,klimakanzlerin,"Unsere Klimakanzlerin postuliert doch immer , dass sie die Dinge vom Ende her betrachtet .",person,C2022
595,klimakanzlerin,"Darf ich sie daran erinnern , dass es von bis eine schwarzgelbe Regierungskoalition gab und Merkel nicht erst seit heute die „ KlimaKanzlerin "" ist ?",person,C2022
606,klimakanzlerin,"Genau das tut die Klimakanzlerin , Deutschland rettet alles und jeden und das auch noch alleine , die anderen sollen sehen , wie toll wir das so alles hinkriegen und versuchen mit ihren beschränkten Mitteln nachzumachen .",person,C2022
614,klimakanzlerin,"Hätten Sie gewusst , dass selbst Bundesministerien heute von der als « KlimaKanzlerin » verehrten Angela Merkel auf Kurs gebracht noch vor wenigen Jahren erhebliche Zweifel am menschengemachten Klimawandel anmeldeten ?",person,C2022
605,klimakanzlerin,"Deshalb schaue ich mir inzwischen die Nachrichten nicht mehr an - genauso wie die Neujahrsansprache unserer „ Klimakanzlerin "" .",person,C2022
604,klimakanzlerin,"Und als ein besonders ähnlich gläubiger Mensch wie unsere Pfarrerstochter und Klimakanzlerin ist er bisher auch noch nicht aufgefallen : Interessant wäre nun noch herauszufinden , was Marine Le Pen von der AGW - Theorie hält . : - ) Die Klimadonna interessiert ja anscheinend gar nichts , was provozieren könnte , diese Religion anzugreifen , sie knallt ja noch die Energiewende drauf !",person,C2022
608,klimakanzlerin,Sie stolpern über Ihre eigenen Füße und dies erinnert mich wiederum an unsere Klimakanzlerin und deren Hofintriganten .,person,C2022
601,klimakanzlerin,"Allen voran unsere Klimakanzlerin , die überraschend kurz vor der aktuellen Bundestagswahl ihre Linie des Versteckens und des Agierens über das Ziehen von Strippen im Hintergrund aufgegeben hat .",person,C2022
607,klimakanzlerin,"Hartmut Bachmann hat doch die Entstehung des Klimahypes beschrieben , und alles , was Rang und Namen hat , incl . unserer Klimakanzlerin , hat irgendwann in den vergangenen Jahren offen zugegeben , dass es nicht um Umweltschutz geht , sondern um Umverteilung des Kapitals in einer „ neuen Ordnung "" , die wir ja alternativlos zu wollen haben .",person,C2022
596,klimakanzlerin,"Aber was würde im EnergiewendeDeutschland der „ KlimaKanzlerin "" , die alle große Firmen und außeruniversitären Forschungseinrichtungen auf Kurs gebracht hat , passieren , wenn Axel Bojanowski schreiben würde : „ Die moderne Warmphase - kein Spielraum für CO2 "" .",person,C2022
625,klimaketzer,KlimaKetzer « Die am .,person,C2022
624,klimaketzer,"Wo sich die SZ doch zurecht als eine Art Opus Dei und medialer Exorzist der Klimakirche ansieht , gewissermaßen als Missionar ( in ) im Dauerfronteinsatz gegen Klimaketzer ?",person,C2022
661,klimaklempner,"GeoEng und hier : „ Die KlimaKlempner "" : ) * Anmerkung der EIKERedaktion : Dieser Aufsatz ist zuerst erschienen in der Preußischen Allgemeinen Zeitung ; .",person,C2022
662,klimakleriker,Sie haben das Problem mit den Klimaklerikern sehr schön beschrieben .,person,C2022
663,klimakleriker,"Und dahin sollten wir wieder zurück ; ich wollte eigentlich nie wieder auf diese Weise das eigentliche Thema verlassen , denn es gehört zur „ Masche "" der KlimaKleriker , vom TE- Unsinn abzulenken .",person,C2022
665,klimakommissar,Er geht weiter : „ Der Zentralverband des KfzGewerbes hat sich bei EUKlimakommissar Miguel Arias Canete über das Geschäftsgebaren beschwert .,person,C2022
689,klimakrieger,"Eine Umkehr wird es nur geben : a ) Wenn die Natur es selber den Klimakriegern zeigt , indem es kälter wird !",person,C2022
690,klimakrieger,Diese Welt braucht keine Klimakrieger .,person,C2022
692,klimakritiker,"Hinsichtlich COVID19 sollten KlimaAlarmisten und KlimaKritiker einräumen , dass globale Erwärmung ein NichtProblem ist .",person,C2022
693,klimakritiker,"Man nimmt also neuerdings an , dass die Klimasensitivität eher zwischen … C liegt und damit am unteren , vom IPCC angegebenen Bereich ( was Klimakritiker schon längst annehmen ) .",person,C2022
704,klimakönigin,"[ Einleitung durch Übersetzer ] Raimund Leistenschneider Das hat nun unsere „ Klimakönigin "" davon , tagein , tagaus , wie vor Jahr und Tag , die CBegrenzung zu fordern : Jetzt wird es nicht mehr warm genug und sie muss zu Hause bleiben .",person,C2022
706,klimalaie,"Wieso kann ein KlimaLaie für Sie „ Stellvertretendes Beispiel "" sein , wenn es um Klimawissenschaft geht , Herr Prof .",person,C2022
705,klimalaie,"Auch Herr Kämpfe hat dazu auf EIKE eine detaillierte Ausarbeitung geliefert : Lang anhaltende Dürreperiode in Teilen Deutschlands - eine kritische Analyse Der Klimalaie ahnt es anhand der wenigen Grafiken , die Experten wissen und bestätigen es , die SZ meldet für ihre Leser einfach das ideologisch geforderte Gegenteil .",person,C2022
749,klimaleugner,"Denn es geht hier nicht um Meinungen , wie wir in einem auf der Front angekündigten ( « Klimaleugner diffamieren Wissenschaftler » ) mehrseitigen Bericht ( « Im Netz der Klimaleugner » ) erfahren .",person,C2022
830,klimaleugner,"Es ist eindeutig keine „ Erfindung "" von „ Klimaleugnern "" , dass es vor Jahren auch Wissenschaftler gab , die eine Abkühlung des Klimas vorhergesagt hatten .",person,C2022
770,klimaleugner,"Zum Thema Klimadiskussion ist die bedeutendste Revision der Ersatz des Begriffs „ Klimaskeptiker "" durch „ KlimaLeugner "" .",person,C2022
811,klimaleugner,"Das zurSchaustellen der "" Klimaleugner "" ist eine Empfehlung von zwanzig Wissenschaftlern mit ernstem Gesicht , an der Rutgers , Columbia und anderen Institutionen , von angeblich höherer Bildung .",person,C2022
810,klimaleugner,"Kritiker wie EIKE , die schon lange vor dem Zustand warnten , wie er jetzt immer deutlicher zu Tage tritt , wurden und werden mundtot gemacht , von manchen Professoren wird sogar die Todesstrafe für „ Klimaleugner "" gefordert .",person,C2022
741,klimaleugner,"Wären wir dann Klimaleugner , also Unmenschen ?",person,C2022
805,klimaleugner,"Doch das Muster , welches das Zürcher Intelligenzblatt hemmungslos bespielt , scheint sich in den akademischen Sphären global durchzusetzen : Die Klimaforschung ist nicht ein Ringen um das bessere Argument , sondern ein Kampf zwischen Wissenden und Dumpfbacken , Fortschrittlichen und Ewiggestrigen , Menschenfreunden und Menschenfeinden ( siehe « Top Five der Klimaleugner » , Seite ) .",person,C2022
787,klimaleugner,"Forscher und Experten mit Prof . und Dr . im Titel sich an diesem Spiel beteiligen ; mit der Sintflut drohen ( m meerespiegel mehr ) , mit * Selbstverbrennung * ( Schellnhuber ) , die Strafe der * Natur * beschwören ( Stürme , Regen , Tornados , Dürre … ) Dämme um die Nordsee bauen wollen , Geburtenverbot fordern , auch schon mal Kannibalismus empfehlen , die Todestrafe für Klimaleugner einführen möchten , von * Kulturrevolution * schwafeln , Demokratie als * nicht hilfreich * ansehen , oder auch solch krude Ideen wie ich unten schrieb ( Human- Engeneering : kleinere Menschen benötigen weniger Nahrung , Fleischallergie hervorrufen , Menschen mit Katzenaugen benötigen weniger Licht … . ) verbreiten .",person,C2022
812,klimaleugner,"Geahnt haben das wohl nicht nur die „ Klimaleugner "" , sondern sogar die GEZMedien .",person,C2022
714,klimaleugner,"Bis zu welchen Höhen sich der Hass gegen Andersdenkende aufschaukeln kann , hat vor wenigen Jahren ein Grazer Hochschullehrer demonstriert , der für „ Klimaleugner "" allen Ernstes öffentlich die Todesstrafe gefordert hat .",person,C2022
709,klimaleugner,"Das mit der hohen „ Dunkelziffer "" kann schon stimmen … die Logik ist für Klimaleugner ganz klar .",person,C2022
716,klimaleugner,"Zwar steht die reale Vaporisierung der „ Klimaleugner "" nicht auf der offiziellen Tagesordnung .",person,C2022
764,klimaleugner,Warum stellen sie sich hinter einen Klimaleugner und Dummkopf ?,person,C2022
771,klimaleugner,Aber vielleicht hat Ötzi diese ja vor Jahren da oben versteckt um Klimaleugner wie mich zu verwirren .,person,C2022
769,klimaleugner,"Wie weit sind wir noch davon entfernt , dass so genannte Klimaleugner auf offener Straße gelyncht werden ?",person,C2022
813,klimaleugner,Also kann es nur Sabotage der Klimaleugner sein oder der IS hat die Windkraftwerke bzw .,person,C2022
799,klimaleugner,"Und das ist nicht nur die Meinung von „ typischen Klimaleugnern "" : Aussage des ehemaligen Vizedirektors des AWI , Prof .",person,C2022
781,klimaleugner,"Doch dann sollten sie einfach versuchen , sachlich dagegen zu argumentieren , statt den vermeintlichen „ Klimaleugner "" an den Pranger zu stellen .",person,C2022
806,klimaleugner,"Gewalttätige Klimaleugner , gelenkt von EIKE ?",person,C2022
796,klimaleugner,"Aber vielleicht gibt es bald wieder Menschenopfer , Klimaleugner , die dem Gott des Klimas CO2neutral dargeboten werden .",person,C2022
790,klimaleugner,Projekthomepage : Klimaretter - Lebensretter [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE : Ärzte brauchen auf den Klimawandel medizinische Antworten [ ] EIKE : Beeinflussungen durch Starkregen nehmen in Deutschland nicht zu .,person,C2022
832,klimaleugner,"So einfach ist das , und wer das nicht glaubt , ist ein „ Klimaleugner "" .",person,C2022
759,klimaleugner,"Das würde bedeuten , dass die Flut von Gesetzen , mit denen die Bürger zu immer neuen Abgaben und Steuern gezwungen werden , um die Welt zu retten , nicht mehr zu rechtfertigen wäre … Es gibt keine Debatte über die Ursachen für den Klimawandel [ ] Eine Debatte über die Ursachen für den Klimawandel gibt es im politischen Deutschland nicht … Die Partei der Grünen , die die von Menschen gemachte Klimahybris zum Parteiprogramm erhoben hat , empörte sich in einer Anfrage an die Bundesregierung , ob sie wisse , dass Klimaleugner in den Räumen des Bundestags sprechen durften . … ( doch ) Es gibt aus den letzten Jahren cirka wissenschaftliche Veröffentlichungen , die die CO2Treibhausthesen widerlegen .",person,C2022
826,klimaleugner,"Pamphlet übertrifft Pamphlet - eine Inflation leerer Worthülsen : Populist , Rechtsextremist , ewig Gestriger , nicht weltoffen , bunt statt braun , Menschenverachter , Nazi , Hetzer , Rassist , Klimaleugner undundund .",person,C2022
775,klimaleugner,"Man tut dies , indem man EIKE oder seine handelnden Personen mittels obskurer Behauptungen an den medialen Pranger stellt , ihnen Unredlichkeit oder Täuschungsabsichten unterstellt , sie als „ Klimaleugner "" in die Nähe von Holocaustleugnern rückt , oder ihre - dank raffinierter Schnitttechnik- getätigte Aussagen in ihrer Bedeutung verdreht oder sogar ins Gegenteil verkehrt .",person,C2022
743,klimaleugner,"Ärzte sollen FossilAusstieg fordern [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung „ Wenn man in der Eifel unterwegs ist , merkt man , das ist nicht mehr nur Wetter , das ist schon Klima !",person,C2022
717,klimaleugner,"Helmut Kuntz Eine sicher etwas überspitzte Interpretation der Aussage , welche Samoas Premierminister Tuilaepa Sailele kürzlich in einer Rede tätigte [ ] , in welcher er seine Wut auf Klimaleugner zum Ausdruck brachte und forderte , solche in Anstalten einzuweisen [ ] .",person,C2022
783,klimaleugner,Juli : Überbevölkerungsprobleme bekämpfen wir ganz aktiv - durch noch mehr CO2Reduktion Quellen [ ] Spektrum.de : KLIMAWANDEL Blind für die ferne Zukunft [ ] EIKE : Klimaleugner befinden sich in der ersten Phase der Klimatraumatisierung [ ] EIKE .,person,C2022
814,klimaleugner,"In der Region habe sich der Meeresspiegel nicht wie von Klimaalarmisten angekündigt , erhöht , sondern vermindert . von AR Göhring Unsere Redaktion fand kürzlich in den unendlichen Weiten des Internets ein lustiges Video , das den englischhöflichen und durchaus charmanten Lord Monckton , seines Zeichens Wikipediageprüfter „ rechter Klimaleugner "" , im fachlichen Disput mit einer Anhängerin von Greenpeace , Klima & Co zeigt .",person,C2022
815,klimaleugner,"Viele Klimaskeptiker glauben , dass „ Klimaleugner "" ein Versuch ist , das Konzept der Hinterfragung des Kosens ' mit der „ HolocaustLeugnung "" zu verknüpfen .",person,C2022
809,klimaleugner,"Besonders die Grünen und die SPD wollen es dann wie immer nicht gewesen sein , die CDU deklamiert „ Wir schaffen das "" , die Schuldigen sind im Zweifelsfall der Kapitalismus und die Klimaleugner ; - ) „ Thorium - Atomkraft ohne Risiko "" goo.gl / za1eSv",person,C2022
713,klimaleugner,"Dieser setzt sich klug mit der medialen Abwertung der so genannten „ Klimaleugner "" auseinander .",person,C2022
819,klimaleugner,"Parncutt , der schon vor Jahren „ die Todesstrafe für Klimaleugner "" forderte .",person,C2022
825,klimaleugner,"Kein Wunder , würde ein „ Klimaleugner "" sagen , der Ausbau der erneuerbaren Energien war von Anfang an ungeeignet für alles , außer zur Wohlstandsverteilung von unten nach oben .",person,C2022
802,klimaleugner,Ich bin wohl kaum ein Klimaleugner .,person,C2022
726,klimaleugner,"Wer jetzt noch Klimaleugner ist und die Notwendigkeit der Klimakonferenzen bestreitet , der gehört einfach weggesperrt oder sonstwie entsorgt !",person,C2022
744,klimaleugner,"Wer der herrschenden Meinung nicht zustimmt , wird als „ Klimaleugner "" diffamiert .",person,C2022
729,klimaleugner,"Oder sind Sie ein wirklicher KlimaLeugner - der die Kosten für fossile Brennstoffe , erneuerbare Energieverpflichtungen , Verordnungen , Subventionen und Mandate verleugnet ?",person,C2022
779,klimaleugner,"Das gipfelt dann in solchen Webseiten wie DESMOG ( ) , auf der Leute als Klimaleugner verleumdet und diffamiert werden .",person,C2022
725,klimaleugner,"Häufig ist dann von „ Klimaleugnern "" die Rede , wobei schon der Begriff irreführend ist .",person,C2022
766,klimaleugner,„ Klimaleugner * innen Konferenz blieb nicht ungestört !,person,C2022
758,klimaleugner,"Im „ heiligen Zorn gegen die Klimaleugner "" ist schließlich alles gerechtfertigt .",person,C2022
720,klimaleugner,"Parallelen zu den heutigen „ Klimaleugnern "" sind ja nicht zu übersehen .",person,C2022
776,klimaleugner,"Einer von Rezos Räubern meinte doch auch ganz klar , die Bürger sollten sich der sachlichen Wissenschaft und den „ Fakten "" anvertrauen und nicht auf unwissende Klimaleugner und so hören .",person,C2022
727,klimaleugner,"Mein persönlicher Eindruck : So viel besser hätten wir „ Klimaleugner "" das gar nicht hingekriegt ! ! !",person,C2022
774,klimaleugner,"[ Beifall ] Verlassen Sie dieses Treffen also bitte nicht mit einer tiefen Wut gegen Greta oder die Demonstranten oder sogar die Medien , die uns als Klimaleugner oder rechtsradikale Egoisten darstellen möchten .",person,C2022
807,klimaleugner,"Zudem scheint Herr Rahmstorf auch unter einer Zwangserkrankung zu leiden , da er getrieben von seinem inneren Gefühl gegen Klimaleugner agiert .",person,C2022
754,klimaleugner,"Dort treiben nämlich auch „ Klimaleugner "" ihr Unwesen .",person,C2022
733,klimaleugner,"Die Lobbyisten , gern aus dem Umkreis des USPräsidenten , gäben dabei befehlsartig die Themen und Kampagnen vor , die die „ Klimaleugner "" -Vereinigungen dann auszuführen hätten .",person,C2022
750,klimaleugner,Mögen sie uns als Klimaleugner bezeichnen .,person,C2022
718,klimaleugner,"Präsident Obama sagte in seiner Rede zur Lage der Nation : „ Unglücklicherweise gibt es innerhalb Washingtons immer noch einige Klimaleugner , die laut schreien , aber diese verschwenden die Zeit von Allen in einer , settled ' Debatte "" und „ Der Klimawandel ist eine Tatsache "" .",person,C2022
740,klimaleugner,"Klimaleugner sind Völkermörder , denn sie liefern die Menschheit dem Kohlendioxid aus .",person,C2022
751,klimaleugner,"Fabeck für „ Klimaleugner "" die Gefängnisstrafe einzuführen .",person,C2022
737,klimaleugner,") „ Klimaleugner "" und „ Virusgläubig "" .",person,C2022
711,klimaleugner,"Zeugen Jehovas , Klimaleugner , Covidioten … Diskussion nutzlos .",person,C2022
829,klimaleugner,"Er ist ausdrücklich kein „ Klimaleugner "" , er nimmt die IPCCTheorien weitgehend als akzeptable Diskussionsgrundlage , und dennoch wendet er sich vollständig gegen den PanikAktivismus , der die Politiker ergriffen hat .",person,C2022
828,klimaleugner,"Man sieht , selbst wenn die kritischen Hinweise zu den Nummern eins bis neun völlig gegenstandslos wären , nur eine „ Verschwörungstheorie "" von „ Klimaleugnern "" : Schon Punkt zehn beweist , dass die Aktivisten und mit ihnen jetzt auch amtlich das Bundesverfassungsgericht auf einem Holzweg sind , und nicht auf einem „ nachhaltigen "" .",person,C2022
745,klimaleugner,"„ USJustizministerium prüft strafrechtliche Verfolgung von Klimaleugnern "" Diese Meldung wurde am .",person,C2022
722,klimaleugner,"Am brachte zunächst die ARD Sendung „ MONITOR "" und dann die Süddeutsche Zeitung einen Hetzbeitrag über „ Klimaleugner "" der vom AutorInnenTeam Götze und Joerges , unter Nutzung des Sponsoring der linken IG Metall Organisation OttoBrennerStiftung erschien .",person,C2022
715,klimaleugner,"Diese sei „ eine angemessene Sanktion für einflussreiche Klimaleugner "" .",person,C2022
757,klimaleugner,"„ Markus Pohl Macher des Kontraste Beitrages über AfD und Klimaleugner ( ) Mail vom : Uhr Zu Ihrem Wunsch nach Autorisierung : Nein , das geht leider nicht .",person,C2022
756,klimaleugner,"Er wurde nicht etwa mit seinem akademischen Grad vorgestellt , sondern als „ notorischer Klimaleugner "" .",person,C2022
728,klimaleugner,"Professor Michael Merrifield ( sicher kein „ Klimaleugner "" !",person,C2022
792,klimaleugner,"Es wird kälter weil es wärmer wird ( Rahmstorf ) , wer das in Frage stellt ist ein „ Klimaleugner "" … .",person,C2022
795,klimaleugner,"Aber vielleicht gibt es bald wieder Menschenopfer , Klimaleugner , die dem Gott des Klimas CO2neutral dargeboten werden .",person,C2022
803,klimaleugner,"Damals war eine freie Meinungsäußerung noch möglich , ab - wurde die Zensur immer spürbarer und heute hat man als „ Klimaleugner "" kaum noch eine Chance freigeschaltet zu werden .",person,C2022
823,klimaleugner,"Wer mutmaßlich dahinter steckt dürfte auch nicht unklar sein : Zitat aus dem Artikel des Tagesspiegel ( Das Netzwerk der Klimaleugner ) : „ Er spricht über gestiegene Stromkosten für Verbraucher , über die Folgen für die Industrie .",person,C2022
784,klimaleugner,"Herausgekommen ist Erwartbares - „ Klimaleugner "" seien frustrierte Rentner , Widerspruch sei absurd , usw.etcpp .",person,C2022
804,klimaleugner,März auf der Titelseite ankündigte ( « Klimaleugner diffamieren Wissenschaftler » ) und danach auf drei Seiten ( « Im Netz der Klimaleugner » ) breitwalzte .,person,C2022
773,klimaleugner,"[ Beifall ] Nein , ich bin kein antiGreta und wir sind keine „ KlimaLeugner "" .",person,C2022
739,klimaleugner,"Denn viele , viele Menschen haben sehr , sehr berechtigte Anliegen , was das Aufdecken von Wahrheit betrifft , darunter die Impfschutzleugner , die Holocaustleugner , die Klimaleugner .",person,C2022
817,klimaleugner,"HolocaustLeugner sind nicht für den Holocaust verantwortlich , aber KlimaLeugner würden , wenn sie Erfolg hätten , die Verantwortung für das enorme Leid , das durch die globale Erwärmung verursacht wird , mittragen "" [ ] .",person,C2022
710,klimaleugner,"Die Kleinigkeit , dass es bei einer dauerhaften globalen Erwärmung von C weder Amsterdam noch Venedig geben würde , ist für Klimaleugner vernachlässigbar .",person,C2022
831,klimaleugner,"Es ist eindeutig keine „ Erfindung "" von „ Klimaleugnern "" , dass es vor Jahren auch Wissenschaftler gab , die eine Abkühlung des Klimas vorhergesagt hatten .",person,C2022
736,klimaleugner,Die Autoren und Unterzeichner des Briefes offenbaren sich hier als die wahren KlimaLeugner .,person,C2022
761,klimaleugner,"Klimaretter.Info : Klimaleugner sagen Glück Auf Darin wird auch die Aussage : "" Wir befinden uns heute in einem sich verstärkenden Klimawandel , der auch vor unserer Haustür nicht mehr Halt macht "" als richtig dargestellt .",person,C2022
782,klimaleugner,"Die CO2Indoktrination der Kinder ist bereits voll im Gange und uneinsichtige „ KlimaLeugner "" steckt man am besten in ein Umerziehungslager - vielleicht mit folgender Inschrift über dem Eingangstor : „ kein CO2 macht frei "" o.ä . !",person,C2022
791,klimaleugner,"Skeptiker der erfundenen KlimaKrise werden als „ Klimaleugner "" geschmäht , was natürlich selbst schon ein völlig unsinniger Begriff ist .",person,C2022
822,klimaleugner,"Es ist glasklar , was sie sagen würden , wenn Klimaleugner * innen zB . eine Vorlesung von Anders Levermann stören würden .",person,C2022
798,klimaleugner,"Zweifellos muss es sich , so der SPIEGEL , um Lobbyisten , Spinner , Verschwörer , eben um „ Klimaleugner "" handeln .",person,C2022
808,klimaleugner,"Die Psychologie der „ Klimaleugner "" - Teil II Vor kurzem begann ich eine kleine Reihe über die Strategien zur „ psychologischen "" Diffamierung von Klimaskeptikern , die ich mit diesem Artikel fortsetze .",person,C2022
742,klimaleugner,"Falls wir jetzt Agenturen der [ US- ] Bundesregierung dazu bringen , gegen „ Klimaleugner "" zu ermitteln und diese zu verfolgen wegen „ falscher und irreführender Behauptungen "" , dann sollten wir verdammt nochmal das Gleiche auch den „ KlimaAlarmisten "" angedeihen lassen , welche unentwegt genau das Gleiche tun .",person,C2022
778,klimaleugner,"Und , falls Sie mitlesen , Herr Werle , Gretas überdrehtes emotionales PanikPRTamtam mag ein paar minderjährige Schulschwänzer und abgehobene ARD / ZDFJournalisten begeistern ; der Masse der strukturkonservativen Bevölkerung geht der künstliche Hype um den EisbärErsatz zunehmend auf die Nerven und treibt uns „ Klimaleugnern "" die Leser nur so zu .",person,C2022
747,klimaleugner,"Der eigentliche Skandal ist , dass die USJustizministerin Loretta Lynch so wenig naturhistorisches Wissen besitzt , dass sie an das FBI eine Anfrage gerichtet hat herauszufinden , ob Kriterien vorliegen , die es Gerichten gestatten , zivilrechtlich gegen „ Klimaleugner "" vorgehen zu können .",person,C2022
821,klimaleugner,Al Gore erneuerte jüngst seine Forderung nach Bestrafung der Klimaleugner ( wie sie abschätzig von den Dogmatikern genannt werden ) .,person,C2022
752,klimaleugner,"Erfreulich ist , dass einer der Verbeiter dieser Nachricht „ Apollo News "" als Verfechter von Freiheit und Fortschritt sich klar gegen diesen Missbrauch des Artikels GG stellen Vor ein paar Jahren durfte ein Grazer Professor der Musikologie Parncut , sogar die Todessstrafe für „ Klimaleugner "" fordern .",person,C2022
748,klimaleugner,"Noch schlimmer , Sie vergleichen Klimaleugner mit Menschen , die Bauchschmerzen bekommen , wenn der Parlamentarismus und gewisse Grundrechte eingeschränkt werden mit der Begründung Corona , und das , obwohl die Faktenbasis so dünn ist .",person,C2022
816,klimaleugner,"Anstatt den Tod von sechs Millionen Menschen in der Vergangenheit zu entehren , riskieren Klimaleugner in Zukunft das Leben von Hunderten von Millionen Menschen .",person,C2022
833,klimaleugner,"Helmut Kuntz Eine sicher etwas überspitzte Interpretation der Aussage , welche Samoas Premierminister Tuilaepa Sailele kürzlich in einer Rede tätigte [ ] , in welcher er seine Wut auf Klimaleugner zum Ausdruck brachte und forderte , solche in Anstalten einzuweisen [ ] .",person,C2022
735,klimaleugner,"Alarmisten sind die wahren „ KlimaLeugner "" … „ sie wurden verführt "" .",person,C2022
768,klimaleugner,"Mit Parolen wie „ Hinter Klimaleugnung steht das Kapital "" oder „ Ob Klimaleugner oder AfD , stoppt den Rechtsruck in der BRD "" zeigten wir auf in welchem Interesse die Konferenz des AfD nahen Vereins steht .",person,C2022
721,klimaleugner,"Ich empfehle in solch tragischen Fällen ein tragbares CO2Extraktionsgerät , das mit dem gewonnenen CO2 dann „ Klimaleugner "" bepustet , damit die richtige Klimagesinnung ( Verdummung ) endlich auch dort einkehrt !",person,C2022
785,klimaleugner,"„ Klimaleugner … Klimaleugnerszene … aktives Mitglied der Klimaleugnerszene … "" mehrfach so ausgeschrieben … Da vertreten Wissenschaftler eine andere Meinung zum wissenschaftlichen Mainstream … melden Zweifel an . . was doch gut ist in der Wissenschaft !",person,C2022
818,klimaleugner,"Man ersetze Klassenfeind durch Klimaleugner - oder durch andere Kampfbegriffe wie CO2Ausstoßer , SUVFahrer , Plastiktütenverwender oder Fleischesser .",person,C2022
800,klimaleugner,"Bisher waren solche „ nur "" Klimaleugner , also eine notgedrungen gerade noch geduldete Spezies .",person,C2022
731,klimaleugner,"Man kann daran erkennen , wie selbstverstärkend und selbstverliebt Klimaretter und Klimaleugner mit Nonsens umgehen .",person,C2022
746,klimaleugner,"Was bedeutet der Tatbestand „ Klimaleugnen "" und welches Vergehen begeht der „ Klimaleugner "" ?",person,C2022
753,klimaleugner,"Von Michael Limburg In einem bewundernden Porträt des ZDF Wettermannes Özden Terli in der Online Ausgabe des Berliner Tagesspiegel wird dieser in den Himmel gehoben , und gleichzeitig „ Klimaleugner "" wie EIKE in Grund und Boden verdammt , und mit „ Rassisten , Sexisten , Islamophoben , Homophoben , Flüchtlingsgegnern , Verschwörungstheoretikern "" in einen Topf geworfen .",person,C2022
738,klimaleugner,") „ Klimaleugner "" wie auch „ Virusleugner "" sind Begriffe aus der Propaganda , Stichwort „ Framing "" und sie sollen an den „ Holocaustleugner "" andocken .",person,C2022
794,klimaleugner,"Wer wird finanziell gemästet - die „ Klimaleugner "" . . .",person,C2022
846,klimalobby,"Die enormen Kosten der "" Energiewende "" bedeuten auf der anderen Seite aber auch enerme Gewinne für die Klimalobby .",group,C2022
845,klimalobby,"Wesentlich ist also auch die Frage , wer hinter dieser Klimalobby steckt und welche Interessen diese Kreise verfolgen .",group,C2022
843,klimalobby,"Die wahre Macht der Klimalobby erkennt man jedoch daran , dass beispielsweise sogar die gesamte Autoindustrie , die ja auch nicht ganz einflußlos ist , in der Frage absurder , technisch nicht realisierbarer Abgasvorschriften vor der Klimalobby zurückgewichen ist und anstatt diesen Unsinn in der Öffentlichkeit zu bekämpfen , lieber Zuflucht zu einer Schwindelsoftware gesucht hat , die ihr dann erst recht auf die Füße gefallen ist .",group,C2022
842,klimalobby,"Dies setzt zum einen die Kontrolle der Medien durch die Klimalobby voraus , andereseits ist es auch gelungen auf breiter Front Wissenschaftler mit einschlägigen Forschungsaufträgen zu ködern .",group,C2022
841,klimalobby,"Alle sind sich einig Eine der häufigsten aber auch verräterischsten Behauptungen der KlimaLobby ist , dass es einen unumstößlichen Konsens von nahezu hundert Prozent aller ernstzunehmenden Wissenschaftler gäbe : Ja , es gibt den Klimawandel , ja , er ist bedrohlich und ja , der Mensch verursacht ihn .",group,C2022
848,klimalobby,"Somit hilft diese Argumentation der Klimalobby bloß eine scheinbare Pluralität der Diskussion zu erzeugen , ohne dass ihr Standpunkt wirklich gefährdet wird .",group,C2022
